1:21        25          0,77        13,6        0,94        1,21        0           29          21          76          35,0        28,8        0,177       0,040       0           113         39          133         30          58          
1:23        25          0,70        12,2        0,85        1,22        0           27          20          78          35,7        29,4        0,177       0,039       0           113         39          134         29          59          
1:26        25          0,70        12,3        0,84        1,20        0           26          21          78          34,7        28,9        0,177       0,039       0           112         40          133         30          59          
1:29        25          0,76        13,3        0,90        1,19        0           28          23          77          34,6        29,1        0,176       0,039       0           113         39          133         30          61          
1:32        25          0,66        11,6        0,79        1,19        0           25          21          80          34,7        29,1        0,177       0,039       0           112         39          133         30          60          
1:35        25          0,56        9,9         0,67        1,18        0           21          17          82          35,1        29,7        0,177       0,038       0           113         38          134         29          60          
1:38        25          0,84        14,8        0,96        1,14        0           29          23          77          31,6        27,6        0,173       0,041       0           111         39          131         31          59          
1:41        25          0,74        13,0        0,85        1,14        0           28          23          77          34,6        30,3        0,177       0,037       0           113         38          133         28          59          
1:44        25          0,80        14,0        0,95        1,18        0           29          21          76          33,6        28,4        0,175       0,040       0           113         39          132         30          59          
1:46        25          0,74        12,9        0,87        1,18        0           28          23          77          35,6        30,1        0,177       0,038       0           113         38          134         29          59          
1:49        25          0,69        12,0        0,82        1,19        0           27          22          78          35,6        30,0        0,178       0,038       0           114         38          134         29          58          
1:52        25          0,66        11,6        0,79        1,19        0           26          22          79          36,1        30,3        0,178       0,037       0           114         37          134         28          58          
1:55        25          0,65        11,4        0,78        1,19        0           26          22          79          36,0        30,2        0,178       0,037       0           113         38          134         29          58          
1:57        25          0,80        13,9        0,94        1,19        0           31          24          75          35,8        30,1        0,178       0,038       0           114         37          134         29          58          
2:00        25          0,68        11,9        0,82        1,20        0           28          21          77          37,8        31,4        0,179       0,036       0           115         36          135         27          58          
2:03        25          0,60        10,5        0,71        1,20        0           23          19          81          35,2        29,4        0,177       0,039       0           113         39          134         29          58          
2:05        25          0,75        13,2        0,87        1,17        0           30          26          75          36,9        31,7        0,179       0,036       0           114         37          135         27          58          
2:09        25          0,48        8,4         0,57        1,18        0           20          17          84          38,0        32,2        0,180       0,035       0           114         37          136         27          58          
2:12        25          0,63        11,1        0,72        1,14        0           26          23          78          38,3        33,6        0,180       0,034       0           116         36          136         26          58          
2:14        25          0,46        8,0         0,54        1,18        0           21          27          83          39,9        33,8        0,182       0,032       0           117         35          138         26          58          
2:16        25          0,67        11,8        0,80        1,20        0           26          24          79          35,5        29,6        0,178       0,038       0           115         37          134         29          58          
2:19        25          0,70        12,2        0,86        1,23        0           29          19          76          39,7        32,2        0,180       0,036       0           117         35          136         27          58          
2:22        25          0,45        7,9         0,57        1,27        0           22          24          82          44,1        34,6        0,184       0,032       0           118         35          139         25          58          
2:25        25          0,53        9,4         0,69        1,29        0           25          23          79          43,2        33,5        0,183       0,034       0           118         35          138         26          58          
2:27        25          0,50        8,7         0,67        1,34        0           24          26          80          43,2        32,2        0,184       0,034       0           119         35          138         27          58          
2:42        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
2:47        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
2:52        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
2:57        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:02        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:07        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:12        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:17        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:23        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:28        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:33        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:38        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:43        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:48        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:53        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
3:58        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
4:03        25          0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           58          
